recommendationid,review,sentiment,emotion
120238591,Not so much a review with time played. But it’s very good so far and is working on a docked Steam Deck with minimal issues. Just pushing the fans a bit,"[{'label': '4 stars', 'score': 0.6474562287330627}]","[{'label': 'neutral', 'score': 0.6848974227905273}]"
120216634,"What is surprising, is the depth of this game which at first looks a casual and easy going filler for your time. Its actually like the ""They Are Billions"" game but with a dose of dark humor and catooney graphics which makes the fun even better. The game still can be hardcore if you raise the difficulty. Unfortunately at this point there are only two missions on the Campain, which made me eager to continue by only level 2. There are also 4 challenge modes and several endless maps, which will keep you pretty busy. If I had to rate and compare to the other similar games I would put: 1. They Are Billions - Winner because its a complete game. 2. Diplomacy is Not an Option - Runner up because of humor and current content even EA. 3. Age of Darkness Final Stand - Excellent but VERY EA. Only endless mode available.","[{'label': '4 stars', 'score': 0.5783092975616455}]","[{'label': 'surprise', 'score': 0.8437766432762146}]"
120210016,Only for a day content. need more campaign missions.,"[{'label': '2 stars', 'score': 0.452919065952301}]","[{'label': 'neutral', 'score': 0.8816510438919067}]"
120209343,"Very fun game with great mechanics, cannot wait to see future updates!","[{'label': '5 stars', 'score': 0.5793067812919617}]","[{'label': 'joy', 'score': 0.9819661378860474}]"
120208782,"game crashes always at first wave, to bad really would like to play this game","[{'label': '2 stars', 'score': 0.4844445586204529}]","[{'label': 'sadness', 'score': 0.7522794604301453}]"
120195071,"Good game to play while I wait for Cult of the Lamb. Not an easy game, even on the ""walk in the park"" difficulty it took me more tries than I wanna admit... I don't play these types of games too often but, that's no excuse.","[{'label': '3 stars', 'score': 0.5037282109260559}]","[{'label': 'neutral', 'score': 0.7895187735557556}]"
120177375,FANTASTIC really a great strategy game its not finished yet however once it is there will be days of content to play though. I did the two campaign missions and did three challenge mode quest of course on ultra hardcore mode. both where super fun. I look forward to the remainder of the campaign. there is a huge map for the campaign so i hope it gets filled out with great missions. I really like the story of the lord following the ungrateful kings orders its really comical and worth playing through. The game is currently early access so grab it on sale when you can to help fund the development of the game. Id recommend it even in its current state. its really fun. I would love to see some more features however like maybe a chicken coop or something. The amount of warriors you can build works for the style of the game. I look forward to updates !!!,"[{'label': '4 stars', 'score': 0.4904484152793884}]","[{'label': 'joy', 'score': 0.9778552055358887}]"
120173212,Nice game,"[{'label': '4 stars', 'score': 0.4888584017753601}]","[{'label': 'joy', 'score': 0.8092085719108582}]"
120171358,Hard but a lot of fun,"[{'label': '4 stars', 'score': 0.5769844651222229}]","[{'label': 'joy', 'score': 0.8318948745727539}]"
120164939,Amazing game! its a cross between simcity/city skylines and age of empires 2/4. Make sure you check it out.,"[{'label': '5 stars', 'score': 0.8494182229042053}]","[{'label': 'surprise', 'score': 0.4721459746360779}]"
120152918,Very relaxing game,"[{'label': '5 stars', 'score': 0.45420876145362854}]","[{'label': 'joy', 'score': 0.9697540402412415}]"
120097539,Love this game best indie version of the formula,"[{'label': '5 stars', 'score': 0.8937568664550781}]","[{'label': 'joy', 'score': 0.9260580539703369}]"
120087265,"Super fun, not too complicated of an economy to learn, just hard to juggle with building defense and keeping the troops fed. All in all a really fun game.","[{'label': '4 stars', 'score': 0.6500921845436096}]","[{'label': 'joy', 'score': 0.9766088128089905}]"
120086972,"This game is great, but hard. Really hard. It took me about 3 tries to make it past day 30 and that was with catapult spam. If you dislike being frustrated and are looking for a relaxing experience, this game is not for you. If you like a good challenge and are a fan of city builder titles, you will likely enjoy the game. Overall for me personally, i would rate this game a 8/10.","[{'label': '3 stars', 'score': 0.46964576840400696}]","[{'label': 'neutral', 'score': 0.44098374247550964}]"
120084390,This game is like Paul Walker. It would be good if it didn't crash. EDIT: This game is better than Paul Walker.,"[{'label': '4 stars', 'score': 0.3649540841579437}]","[{'label': 'neutral', 'score': 0.8707244396209717}]"
120082262,"It's a very good game in theory but seriously lacking in content wait and get it after it updates further and adds more missions, endless mode get's old fast once you master it.","[{'label': '3 stars', 'score': 0.5272889137268066}]","[{'label': 'neutral', 'score': 0.7222040295600891}]"
120081519,Deus Vult,"[{'label': '5 stars', 'score': 0.36431777477264404}]","[{'label': 'neutral', 'score': 0.6318212747573853}]"
120073070,"This game is like a mix of city building, RTS, and tower defense games, and the exciting part is that you don’t have to like all of them to enjoy the game. For example, if you only want to build your dream city in peace, you can turn off the enemy altogether. However this game is very much a work in progress, it needs more content on all three aspects of the game. The city building part is especially lacking in depth: there needs to be more building types and complex mechanics for it to be interesting. As of right now, RTS and tower defense seem to be their main focus, city building feels more like a supplement to them. I enjoyed taking a small army to explore the surroundings and uncover the fog of war, and occasionally using my cavalry to crush the enemies, but there isn’t much else you can do with your units. Things like different formations, active skills, and flanking bonus from the Total War series will be good additions to the game. I also would like to see more defense towers added to the game. Currently, you just put your archers and siege weapons on the wall and that’s it. On a side note, this game desperately needs more Steam Cloud storage space. 100MB is simply not enough, considering that a single save file is 6 to 8MB. Overall, the game shows great potential and gets updated regularly. There are so many things they can add to this solid foundation. I can’t wait.","[{'label': '4 stars', 'score': 0.6720427870750427}]","[{'label': 'joy', 'score': 0.49612730741500854}]"
120050310,Nice game,"[{'label': '4 stars', 'score': 0.4888584017753601}]","[{'label': 'joy', 'score': 0.8092085719108582}]"
120039386,It's pretty hard but also pretty fun. Long live King Ferdinand!,"[{'label': '4 stars', 'score': 0.6731903553009033}]","[{'label': 'joy', 'score': 0.976776123046875}]"
120033939,ozzy is bullshit.,"[{'label': '1 star', 'score': 0.7110921740531921}]","[{'label': 'disgust', 'score': 0.5688897967338562}]"
120026622,very good,"[{'label': '5 stars', 'score': 0.5479445457458496}]","[{'label': 'joy', 'score': 0.9012637734413147}]"
120003901,"81 hours, great game.","[{'label': '5 stars', 'score': 0.7730400562286377}]","[{'label': 'joy', 'score': 0.8337183594703674}]"
119995402,"Ok this game is hard as nails, I got through the first campaign mission no problem but the second is taking me like 10 tries. Like most games this one has a steep learning curve at the start but it doesn't really slow down, I have gotten to a point where I am literally speed running to the next town hall levels, because there is no way to win if you don't get stone walls up as soon as humanly possible. But I totally recommend this game, its fun and addictive but also insanely challenging.","[{'label': '3 stars', 'score': 0.6030204892158508}]","[{'label': 'joy', 'score': 0.5485019683837891}]"
119988181,"Very enjoyable, although difficult. Campaign only has a few missions so far, but there is an endless mode with different flavours so the game is very much replayable. If you have played and enjoyed They Are Billions you will definitely get a kick out of this as well.","[{'label': '4 stars', 'score': 0.7618266940116882}]","[{'label': 'joy', 'score': 0.9567983746528625}]"
119980232,It's a great blend of city building and defending your kingdom. The way mobs are done it's very satisfying to have them swarm and be repelled by your defences.,"[{'label': '5 stars', 'score': 0.5873439908027649}]","[{'label': 'joy', 'score': 0.6391628980636597}]"
119964758,Solid game!,"[{'label': '5 stars', 'score': 0.6079461574554443}]","[{'label': 'joy', 'score': 0.8908711075782776}]"
119962379,nice,"[{'label': '4 stars', 'score': 0.4368409216403961}]","[{'label': 'neutral', 'score': 0.7410889863967896}]"
119956682,"we need more then 1 market It would also be great if magic stones had many uses, such as to upgrade the catapult into a magical or more powerful catapult.","[{'label': '3 stars', 'score': 0.3207453191280365}]","[{'label': 'neutral', 'score': 0.8549002408981323}]"
119952195,"i thought my pc was good, that was until i played this game, and build a castle that went so hard, my pc could not handle it 1/1 would recomend","[{'label': '2 stars', 'score': 0.4277828633785248}]","[{'label': 'surprise', 'score': 0.8827418088912964}]"
119944215,"Still in early stages, but it's being developed in a good pace. This will be a good game eventually.","[{'label': '4 stars', 'score': 0.5794529914855957}]","[{'label': 'neutral', 'score': 0.6470896601676941}]"
119932277,Good!!!,"[{'label': '4 stars', 'score': 0.4925367534160614}]","[{'label': 'joy', 'score': 0.6704840660095215}]"
119932070,Initially did not like the game as I found it very difficult and frustrating in campaign mode. Playing in endless without the swarms (largely city building mode) I find less stressful! and more enjoyable. It is certainly a better way to get used to the game and in particular the research tree. Had an issue where workers could not access buildings which didn't help even though there was nothing in their way.,"[{'label': '3 stars', 'score': 0.5322124361991882}]","[{'label': 'joy', 'score': 0.9490394592285156}]"
